w : 123;275,2;341,832;-209,185
w : 124;280,861;341,899;-208,134
w : 125;285,356;341,899;-207,81
w : 126;172,649;342,872;-113,455
w : 127;170,746;342,872;-111,57
w : 128;168,227;342,872;-110,684
w : 129;164,913;342,872;-110,861
w : 130;162,517;342,872;-112,394
w : 131;161,1;342,872;-114,845
w : 132;160,967;342,872;-118,554
w : 133;162,8;342,872;-121,445
w : 134;165,49;342,872;-123,258
w : 135;166,437;342,872;-124,171
w : 136;168,46;342,872;-136,465
w : 137;173,36;341,651;-158,341
w : 138;174,245;341,601;-162,538
w : 139;175,51;341,651;-164,278
w : 140;177,522;341,651;-165,327
w : 141;174,883;341,636;-165,525
w : 142;175,606;341,636;-168,861
w : 143;177,524;341,636;-163,446
w : 144;176,389;341,636;-164,802
w : 145;175,516;341,636;-167,257
w : 146;179,12;341,783;-185,405
w : 147;184,131;341,783;-207,533
w : 150;160,861;342,9;-112,715
w : 151;157,858;342,9;-111,076
w : 152;154,212;343,227;-108,833
w : 153;151,89;343,377;-108,315
w : 154;148,791;343,71;-108,198
w : 155;142,41;344,169;-108,335
w : 156;121,03;344,49;-110,605
w : 157;95,01;344,05;-114,415
w : 158;77,85;344,019;-118,045
w : 159;73,81;343,922;-118,875
w : 160;69,37;343,874;-119,995
w : 161;63,89;343,634;-120,925
w : 162;55,992;343,634;-121,649
w : 163;50,961;343,47;-122,163
w : 164;45,49001;343,143;-123,389
w : 165;39,45999;342,724;-125,425
w : 166;35,63;342,547;-127,205
w : 167;31,64;342,339;-129,075
w : 168;25,05;342,257;-132,365
w : 169;21,22;342,257;-133,665
w : 170;16,35001;342,257;-134,915
w : 171;12,37599;342,257;-135,844
w : 172;9,162003;342,257;-136,225
w : 173;2,679993;342,257;-135,635
w : 174;-2,962006;342,567;-134,814
w : 175;-10,603;343,877;-134,387
w : 176;-20,09;346,483;-133,905
w : 177;-26,491;346,483;-133,287
w : 178;-33,11;346,247;-132,445
w : 179;-41,77;346,02;-131,245
w : 180;-52,93001;345,473;-129,815
w : 181;-60,31;345,166;-127,823
w : 182;-69,56;344,494;-124,925
w : 183;-76,298;344,325;-122,816
w : 184;-89,00299;344,753;-118,708
w : 185;-95,80701;345,58;-116,368
w : 186;-102,51;346,656;-114,045
w : 187;-109,86;348,035;-111,475
w : 188;-123,672;350,38;-106,725
w : 189;-132,327;352,014;-104,232
w : 190;-139,996;352,883;-102,446
w : 191;-145,12;353,219;-101,695
w : 192;-150,591;353,219;-101,488
w : 193;-155,267;353,085;-101,648
w : 194;-160,603;352,569;-102,208
w : 195;-165,648;351,959;-103,403
w : 196;-170,996;351,106;-105,065
w : 197;-176,005;350,21;-107,555
w : 198;-180,125;349,531;-110,27
w : 199;-182,16;349,383;-111,971
w : 200;-183,438;349,14;-113,587
w : 201;-184,653;349,034;-115,601
w : 202;-184,76;348,903;-118,485
w : 203;-184,83;348,644;-121,125
w : 204;-185,66;348,8;-125,325
w : 205;-186,74;348,449;-128,615
w : 206;-188,352;348,231;-131,905
w : 207;-189,55;348,112;-134,915
w : 208;-190,902;347,877;-138,23
w : 209;-192,726;347,528;-141,241
w : 210;-195,049;347,221;-144,455
w : 211;-197,417;346,981;-147,665
w : 212;-199,755;346,652;-150,707
w : 213;-202,009;346,358;-154,457
w : 214;-204,146;345,893;-158,085
w : 215;-205,904;345,671;-160,404
w : 216;-208,602;345,496;-162,304
w : 217;-212,37;345,285;-163,355
w : 218;-215,78;345,099;-164,055
w : 219;-218,492;345,05;-165,302
w : 220;-222,778;344,786;-167,156
w : 221;-231,08;344,24;-170,375
w : 222;-235,48;344,085;-172,645
w : 223;-241,89;343,797;-176,945
w : 224;-261,94;343,175;-181,705
w : 225;-266,51;343,019;-181,475
w : 226;-271,83;342,974;-180,605
w : 227;-274,141;342,974;-180,838
w : 228;-305,68;341,203;-187,815
w : 229;-311,62;340,726;-188,855
w : 230;-318,96;340,45;-189,935
w : 231;-326,831;340,216;-190,762
w : 232;-334,2;340,02;-190,575
w : 233;-338,028;340,02;-190,268
w : 234;-342,077;340,02;-189,545
w : 235;-345,872;340,215;-188,22
w : 236;-350,48;340,54;-185,685
w : 237;-355,233;340,922;-182,216
w : 238;-360,191;341,544;-178,261
w : 239;-365,699;342,104;-174,029
w : 240;-370,177;342,578;-170,938
w : 241;-376,138;343,43;-168,069
w : 242;-382,243;343,723;-166,362
w : 243;-390,64;344,3;-164,885
w : 244;-406,86;345,38;-163,545
w : 245;-412,34;345,55;-164,065
w : 246;-420;346,25;-163,145
w : 247;-428,527;346,438;-161,762
w : 248;-435,295;346,809;-160,09
w : 249;-442,813;346;-157,363
w : 250;-450,254;345,17;-153,428
w : 251;-461,76;345,78;-146,755
w : 252;-472,02;347,22;-140,185
w : 253;-485,35;349,59;-130,905
w : 254;-493,7;350,42;-123,955
w : 255;-496,563;350,88;-120,687
w : 256;-499,756;350,692;-115,606
w : 257;-503,267;350,06;-110,231
w : 258;-506,29;349,81;-106,735
w : 259;-510,249;349,111;-102,279
w : 260;-512,7678;348,066;-99,116
w : 261;-514,348;347,475;-95,73001
w : 262;-515,25;346,674;-92,44499
w : 263;-515,5081;346,29;-89,75699
w : 264;-514,8469;345,493;-84,825
w : 265;-513,5811;344,832;-80,20499
w : 266;-511,092;343,743;-73,101
w : 267;-504,95;341,432;-57,355
w : 268;-503,214;340,617;-52,62
w : 269;-501,96;339,982;-47,92799
w : 270;-500,98;338,961;-42,96399
w : 271;-500,49;338,016;-38,00499
w : 272;-500,608;336,72;-33,09599
w : 273;-500,984;335,366;-28,09499
w : 274;-501,711;334,101;-21,80499
w : 275;-502,86;332,79;-15,868
w : 276;-504,445;331,467;-9,584991
w : 277;-506,301;330,38;-3,804993
w : 278;-509,318;329,2;2,515015
w : 279;-510,177;328,639;4,714005
w : 280;-510,453;327,782;6,661011
w : 281;-509,797;327,214;8,521011
w : 282;-507,817;325,761;10,42401
w : 283;-505,784;324,954;12,05901
w : 284;-502,738;323,896;12,95001
w : 285;-499,838;323,052;12,99501
w : 286;-497,612;322,373;12,65401
w : 287;-494,854;321,899;11,55901
w : 288;-490,409;321,169;9,069
w : 289;-476,93;319,73;-0,144989
w : 290;-468,42;319,19;-6,714996
w : 291;-462,48;318,28;-11,935
w : 292;-456,67;317,51;-17,905
w : 293;-450,28;316,58;-23,855
w : 294;-445,845;315,72;-27,83199
w : 295;-442,903;315,34;-29,855
w : 296;-439,077;314,76;-31,142
w : 297;-433,894;314,477;-32,047
w : 298;-426,1;313,95;-32,23
w : 299;-420,634;313,444;-31,78099
w : 300;-415,826;312,537;-30,67
w : 301;-410,601;311,364;-29,12999
w : 302;-405,86;309,484;-27,467
w : 303;-400,02;307,37;-24,61499
w : 304;-395,223;305,671;-21,69199
w : 305;-391,308;304,17;-18,73399
w : 306;-388,235;302,97;-15,741
w : 307;-384,486;301,588;-11,049
w : 308;-381,182;300,255;-6,146988
w : 309;-373,33;297,29;7,775009
w : 310;-365,74;293,48;22,99501
w : 311;-362,37;291,75;31,095
w : 312;-361,05;290,67;36,52499
w : 313;-360,69;289,78;42,13501
w : 314;-361,06;289,57;47,41501
w : 315;-363,35;289,39;55,035
w : 316;-366,56;289,07;60,51501
w : 317;-371,157;288,819;64,88
w : 318;-377,58;288,71;68,51501
w : 319;-384,341;288,49;71,92401
w : 320;-388,814;288,41;74,58301
w : 321;-391,69;288,742;76,99802
w : 322;-396,87;288,75;82,625
w : 323;-402,65;289,01;88,435
w : 324;-406,164;289;90,918
w : 325;-411,239;288,79;93,30801
w : 326;-417,712;288,51;95,746
w : 327;-422,64;288,397;98,315
w : 328;-427,973;288,24;101,667
w : 329;-434,12;288,16;106,265
w : 330;-439,62;288,41;111,075
w : 331;-442,72;288,341;115,065
w : 332;-445,07;288,78;120,105
w : 333;-446,62;289,46;126,775
w : 334;-446,98;289,59;131,585
w : 335;-447,04;289,59;137,935
w : 336;-446,376;289,639;139,797
w : 337;-444,685;289,639;140,569
w : 338;-429,92;289,58;140,115
w : 339;-419,61;289,25;140,605
w : 340;-407,84;288,88;142,675
w : 341;-395,78;288,68;145,845
w : 342;-384,53;288,2;149,535
w : 343;-373,84;287,69;153,335
w : 344;-360,71;286,39;158,855
w : 345;-344,04;284,18;166,175
w : 346;-335,59;283,42;169,915
w : 347;-320,19;282,28;176,145
w : 348;-306,71;281,68;181,285
w : 349;-293,87;281,41;185,975
w : 350;-284,11;281,32;189,315
w : 351;-268,94;281,72;193,505
w : 352;-253,06;283,46;195,695
w : 353;-240,64;284,85;196,675
w : 354;-228,55;285,24;197,855
w : 355;-216,359;284,754;199,943
w : 356;-204,88;283,85;202,325
w : 357;-190,18;282,65;205,365
w : 358;-177,03;281,15;208,125
w : 359;-161,52;279,47;210,755
w : 360;-150,1;278,65;212,025
w : 361;-137,58;278,15;212,785
w : 362;-126,16;278,03;212,535
w : 363;-114,052;278,31;211,75
w : 364;-102,23;278,38;210,395
w : 365;-84,17999;278,66;208,045
w : 366;-72,29999;278,59;206,305
w : 367;-55,58;278,48;203,165
w : 368;-22,3;278,09;196,505
w : 369;-4,619995;278,01;194,695
w : 370;8,089996;277,92;194,825
w : 371;18,91;278,03;196,015
w : 372;32,10001;278,24;197,825
w : 373;46,73;278,56;199,475
w : 374;60,19;279,07;201,185
w : 375;73,38;279,69;203,065
w : 376;86,31;280,32;204,345
w : 377;98,49;280,52;204,935
w : 378;111,87;280,5;204,815
w : 379;130,66;280,33;203,725
w : 380;163,12;279,22;199,945
w : 381;211,94;278,27;193,435
w : 382;284,25;276,33;182,875
w : 383;340,5;276,24;174,035
w : 384;380,79;279,05;165,865
w : 385;407,22;281,69;160,555
w : 386;435,81;284,84;156,545
w : 387;458,9;287,627;154,465
w : 388;481,14;291,3;153,295
w : 389;510,79;294,6;152,105
w : 390;535,16;294,75;151,295
w : 391;539,371;294,566;151,13
w : 392;541,273;294,566;150,651
w : 393;541,67;294,566;148,66
w : 394;541,327;294,566;146,444
w : 395;539,571;294,587;142,109
w : 396;537,094;294,546;137,409
w : 397;533,38;294,514;131,436
w : 398;530,657;294,417;126,559
w : 399;528,673;294,389;122,362
w : 400;527,145;294,223;116,972
w : 401;525,63;294,12;107,735
w : 402;522,73;294,26;95,88501
w : 403;519,9;294,16;84,30499
w : 404;518;294,5;73,51501
w : 405;517,811;295,013;65,24701
w : 406;518,786;295,693;60,33502
w : 407;522,08;297,55;51,88501
w : 408;525,32;298,758;45,27499
w : 409;526,736;299,685;41,21701
w : 410;528,54;301,6;32,85501
w : 411;529,338;303,009;27,02701
w : 412;528,48;305,81;15,095
w : 413;526,363;306,107;8,934006
w : 414;522,21;307,34;0,9250031
w : 415;517,53;307,34;-7,924988
w : 416;514,998;307,116;-13,28699
w : 417;512,498;307,202;-19,70599
w : 418;511,825;307,202;-23,049
w : 419;511,674;307,052;-27,87599
w : 420;511,739;307,052;-29,53799
w : 421;510,742;307,052;-30,99799
w : 422;509,242;307,052;-32,46899
w : 423;508,337;307,052;-34,34099
w : 424;508,245;307,052;-36,89499
w : 425;508,994;307,052;-39,34099
w : 426;510,638;307,052;-41,35999
w : 427;512,716;307,052;-42,48399
w : 428;513,685;307,052;-43,37299
w : 429;513,941;307,052;-44,756
w : 430;514,207;307,043;-48,12099
w : 431;513,88;307,303;-56,41499
w : 432;512,741;308,533;-62,66899
w : 433;511,163;309,079;-66,16899
w : 434;508,263;310,029;-70,46599
w : 435;504,32;311,28;-73,94499
w : 436;499,045;312,313;-76,44499
w : 437;490,67;312,96;-78,23499
w : 438;479,37;313,75;-78,97499
w : 439;470,44;314,677;-78,325
w : 440;461,79;315,54;-76,23499
w : 441;450,66;317,46;-71,85501
w : 442;441,066;318,99;-71,616
w : 443;434,27;320,12;-73,33499
w : 444;431,178;320,615;-75,21599
w : 445;428,249;321,445;-78,16299
w : 446;424,878;322,991;-82,903
w : 447;423,416;323,699;-85,892
w : 448;423,05;324,988;-90,75499
w : 449;424,19;326,318;-94,754
w : 450;427,301;327,674;-98,81999
w : 451;433,234;328,833;-102,831
w : 452;444,305;329,81;-106,693
w : 453;452,494;330,54;-109,892
w : 454;456,956;331,272;-113,01
w : 455;460,828;332,125;-118,287
w : 456;462,25;333,23;-124,475
w : 457;461,74;333,656;-127,571
w : 458;459,732;334,393;-132,739
w : 459;455,69;335,285;-139,015
w : 460;451,11;335,98;-143,955
w : 461;446,23;337,06;-148,305
w : 462;437,58;338,07;-153,555
w : 463;427,5;339,54;-159,385
w : 464;420,72;341,17;-165,065
w : 465;417,342;341,795;-169,974
w : 466;414,387;342,322;-175,387
w : 467;411,95;342,322;-180,983
w : 468;409,414;342,098;-186,35
w : 469;408,172;342,098;-187,376
w : 470;406,117;342,098;-187,451
w : 471;403,676;342,098;-188,339
w : 472;402,009;342,098;-189,069
w : 473;400,488;342,098;-188,314
w : 474;383,82;342,106;-180,235
w : 475;379,32;341,834;-177,935
w : 476;360,3;341,703;-169,175
w : 477;356,65;341,575;-166,855
w : 478;353,929;341,629;-164,287
w : 479;352,3;341,631;-159,165
w : 480;351,01;341,665;-156,185
w : 481;349,342;341,636;-153,05
w : 482;346,758;341,636;-150,501
w : 483;343,316;341,636;-148,25
w : 484;340,656;341,636;-146,811
w : 485;335,012;341,636;-144,199
w : 486;319,447;341,636;-137,7
w : 487;315,497;341,636;-136,019
w : 488;312,982;341,636;-136,285
w : 489;310,528;341,636;-137,745
w : 490;311,752;341,636;-134,564
w : 491;308,12;341,636;-133,122
w : 492;287,87;341,655;-124,485
w : 493;272,96;342,02;-118,515
w : 494;265,785;342,02;-116,111
w : 495;262,401;342,02;-114,985
w : 496;260,512;342,196;-114,084
w : 497;259,52;342,196;-109,675
w : 498;258,09;342,196;-105,505
w : 499;258,534;342,196;-114,567
w : 500;260,238;342,196;-116,568
w : 501;255,792;342,196;-101,403
w : 502;252,944;342,423;-97,30699
w : 503;251,051;342,308;-95,61899
w : 504;248,217;342,224;-93,92999
w : 505;244,703;342,144;-93,54799
w : 506;241,653;342,046;-93,50899
w : 507;237,992;341,841;-93,89699
w : 508;231,239;341,761;-95,04399
w : 509;221,06;341,55;-96,905
w : 510;186,4;342,29;-104,025
w : 511;182,56;342,67;-105,355
w : 512;178,57;342,87;-107,265
w : 513;176,012;342,839;-108,582
w : 514;172,894;342,839;-110,51
w : 515;170,652;342,814;-111,117
w : 516;287,23;341,896;-207,833
w : 517;289,346;341,896;-206,959
w : 518;290,957;341,896;-205,142
w : 519;291,648;341,896;-203,1
w : 520;291,729;341,896;-199,629
w : 521;292,011;341,896;-192,949
w : 522;292,495;341,896;-187,744
w : 523;293,691;341,896;-183,605
w : 524;295,73;341,896;-178,355
w : 525;299,16;341,896;-170,525
w : 526;309,697;341,74;-147,183
w : 527;312,165;341,74;-141,429
w : 528;312,627;341,74;-139,698
w : 529;312,714;341,74;-137,123
w : 530;313,68;341,74;-139,446
w : 531;315,333;341,74;-139,699
w : 532;319,86;341,74;-141,535
w : 533;330,89;341,63;-146,455
w : 534;341,839;341,562;-151,447
w : 535;344,371;341,562;-153,16
w : 536;346,396;341,562;-155,44
w : 537;348,32;341,562;-158,805
w : 538;349,172;341,562;-162,045
w : 539;350,521;341,562;-165,464
w : 540;352,6;341,562;-168,118
w : 541;354,584;341,562;-169,849
w : 542;357,941;341,562;-171,969
w : 543;380,564;341,94;-182,508
w : 544;393,02;341,926;-188,655
w : 545;399,22;341,926;-191,785
w : 546;400,545;341,986;-192,891
w : 547;400,895;341,986;-195,094
w : 548;401,86;341,986;-197,278
w : 549;403,763;341,986;-199,34
w : 550;406,314;341,997;-200,304
w : 551;409,126;342,066;-200,152
w : 552;411,357;342,068;-199,15
w : 553;412,967;342,084;-196,96
w : 554;413,773;342,084;-194,577
w : 555;413,434;342,193;-191,872
w : 556;412,348;342,193;-189,982
w : 557;412,505;342,193;-188,623
w : 558;413,399;342,193;-186,553
w : 559;410,366;342,193;-188,243
w : 560;401,459;342,193;-190,464
w : 561;167,996;342,764;-123,753
w : 562;18,79401;342,223;-134,955
w : 563;17,53999;342,223;-137,472
w : 564;17,47701;342,223;-140,848
w : 565;18,687;342,228;-145,028
w : 566;21,98;342,27;-157,425
w : 567;33,14999;341,806;-202,365
w : 568;35,399;341,671;-209,717
w : 569;37,28999;341,671;-212,805
w : 570;38,582;341,671;-216,219
w : 571;43,08;341,671;-230,485
w : 572;50,067;341,671;-254,507
w : 573;51,104;341,671;-258,198
w : 574;52,422;341,671;-260,09
w : 575;54,972;341,565;-261,402
w : 576;57,60699;341,565;-261,149
w : 577;62,78999;341,565;-259,785
w : 578;81,16;341,565;-254,855
w : 579;98,92;341,565;-250,575
w : 580;101,585;341,565;-249,924
w : 581;109,197;341,565;-248,171
w : 582;136,494;341,85;-241,773
w : 583;139,349;341,85;-241,023
w : 584;142,91;341,85;-240,085
w : 585;145,75;341,85;-239,375
w : 586;152,69;341,85;-237,775
w : 587;160,38;341,85;-236,095
w : 588;165,59;341,85;-234,935
w : 589;169,15;341,85;-234,16
w : 590;186,877;341,85;-230,001
w : 591;188,598;341,85;-228,86
w : 592;190,032;341,85;-226,445
w : 593;200,599;341,585;-276,314
w : 594;202,116;341,585;-282,483
w : 595;207,549;341,585;-305,312
w : 596;208,593;341,585;-309,441
w : 597;210,317;341,585;-316,626
w : 598;211,95;341,585;-322,985
w : 599;216;341,585;-339,245
w : 600;222,205;341,585;-364,74
w : 601;222,804;341,585;-367,559
w : 602;224,17;341,585;-370,025
w : 603;226,778;341,585;-371,541
w : 604;229,542;341,585;-371,552
w : 605;232,766;341,585;-371,028
w : 606;237,53;341,585;-370,225
w : 607;242,68;341,585;-369,305
w : 608;249,06;341,58;-368,265
w : 609;254,37;341,58;-367,205
w : 610;259,21;341,58;-365,621
w : 611;263,248;341,58;-363,782
w : 612;267,593;341,58;-361,285
w : 613;271,043;341,58;-359,289
w : 614;273,508;341,659;-358,323
w : 615;277,113;341,992;-357,777
w : 616;279,415;341,992;-358,193
w : 617;281,069;341,992;-359,727
w : 618;283,053;341,992;-361,171
w : 619;285,009;341,992;-361,658
w : 620;286,915;341,992;-361,421
w : 621;289,053;341,992;-360,473
w : 622;290,565;341,992;-359,085
w : 623;292,051;341,992;-356,909
w : 624;292,19;341,992;-354,595
w : 625;291,452;341,992;-352,093
w : 626;289,96;341,992;-350,338
w : 627;288,204;341,992;-349,317
w : 628;286,287;341,992;-348,907
w : 629;283,809;341,992;-348,974
w : 630;281,782;341,992;-350,052
w : 631;280,416;341,992;-351,509
w : 632;279,638;341,992;-353,691
w : 633;279,64;341,992;-355,796
w : 634;280,215;341,992;-357,94
w : 635;288,759;341,992;-362,115
w : 636;290,127;341,992;-363,421
w : 637;292,203;341,992;-365,005
w : 638;295,449;341,992;-366,516
w : 639;298,276;341,992;-367,344
w : 640;301,553;341,992;-368,084
w : 641;305,091;341,655;-368,925
w : 642;310,559;341,655;-370,269
w : 643;313,099;341,655;-371,289
w : 644;315,79;341,655;-372,649
w : 645;318,282;341,655;-373,105
w : 646;320,582;341,655;-372,142
w : 647;322,071;341,655;-370,461
w : 648;323,5;341,655;-367,502
w : 649;326,081;341,655;-362,26
w : 650;334,87;341,655;-343,945
w : 651;341,24;341,655;-331,705
w : 652;349,1;341,94;-318,005
w : 653;354,05;341,94;-308,975
w : 654;361,29;341,94;-293,235
w : 655;374,41;342,168;-265,315
w : 656;375,679;342,168;-262,57
w : 657;376,605;342,26;-260,776
w : 658;378,15;342,26;-260,625
w : 659;381,42;342,115;-262,258
w : 660;384,874;342,11;-264,175
w : 661;388,79;342,045;-265,995
w : 662;391,43;341,972;-266,752
w : 663;394,753;341,911;-267,357
w : 664;398,965;341,734;-267,645
w : 665;402,88;341,801;-267,685
w : 666;406,987;341,801;-267,373
w : 667;410,953;341,801;-266,461
w : 668;414,748;341,801;-264,95
w : 669;418,153;341,801;-262,646
w : 670;421,79;341,801;-259,535
w : 671;424,911;341,801;-256,008
w : 672;427,393;341,664;-252,442
w : 673;429,492;341,644;-248,613
w : 674;431,106;341,644;-244,873
w : 675;432,43;341,649;-240,362
w : 676;433,32;341,781;-235,175
w : 677;433,598;341,9;-229,691
w : 678;433,006;342,025;-225,148
w : 679;431,83;342,05;-219,875
w : 680;429,83;342,35;-215,035
w : 681;427,937;342,367;-211,166
w : 682;425,52;342,26;-206,905
w : 683;422,57;342,2;-202,655
w : 684;419,27;342,29;-199,045
w : 685;416,122;342,16;-196,453
w : 686;414,7;342,112;-194,665
w : 687;412,963;342,112;-198,993
w : 688;414,65;342,112;-199,893
w : 689;416,629;342,168;-201,492
w : 690;418,946;342,168;-203,885
w : 691;421,543;342,272;-207,298
w : 692;424,6;342,24;-212,555
w : 693;426,741;342,149;-216,898
w : 694;428,458;342,056;-221,676
w : 695;429,439;341,961;-225,495
w : 696;429,917;341,882;-229,88
w : 697;429,608;341,811;-235,365
w : 698;428,754;341,611;-240,243
w : 699;427,324;341,591;-244,418
w : 700;424,911;341,549;-249,437
w : 701;422,211;341,58;-253,31
w : 702;419,077;341,63;-256,829
w : 703;416,175;341,63;-259,55
w : 704;413,536;341,63;-261,355
w : 705;410,016;341,692;-262,847
w : 706;405,943;341,681;-263,696
w : 707;401,062;341,902;-263,985
w : 708;395,32;341,84;-263,525
w : 709;391,562;341,993;-262,976
w : 710;388,498;341,986;-261,765
w : 711;385,12;341,993;-260,032
w : 712;381,391;342,03;-258,149
w : 713;378,944;342,03;-256,969
w : 714;373,023;342,03;-254,303
w : 715;347,01;341,706;-242,185
w : 716;343,505;341,706;-240,624
w : 717;335,022;341,83;-236,869
w : 718;317,53;341,83;-228,715
w : 719;307,05;341,85;-223,565
w : 720;300,86;341,9;-220,305
w : 721;296,39;341,92;-217,385
w : 722;293,772;341,92;-215,333
w : 723;291,777;341,92;-214,084
w : 724;289,338;341,92;-213,843
w : 725;286,17;341,92;-214,587
w : 726;291,291;341,92;-212,101
w : 727;291,232;341,92;-208,209
w : 728;283,997;341,92;-215,42
w : 729;281,175;341,92;-216,326
w : 730;276,106;341,769;-217,03
w : 731;270,91;341,73;-217,665
w : 732;265,11;341,6;-218,845
w : 733;255,66;341,56;-221,055
w : 734;244,83;341,56;-223,785
w : 735;198,98;341,89;-234,445
w : 736;195,722;341,89;-235,298
w : 737;190,9;341,89;-236,575
w : 738;188,039;341,89;-237,366
w : 739;194,16;341,89;-234,295
w : 740;193,29;341,89;-231,095
w : 741;194,1;341,89;-237,295
w : 742;193,031;341,89;-239,08
w : 743;192,381;341,89;-242,34
w : 744;186,532;341,89;-237,691
w : 745;174,77;341,66;-240,305
w : 746;157,43;341,59;-244,245
w : 747;137,51;341,54;-248,525
w : 748;120,428;341,78;-252,561
w : 749;115,847;341,78;-253,686
w : 750;111,5;341,78;-254,675
w : 751;109,34;341,78;-255,175
w : 752;108,14;341,78;-254,435
w : 753;107,5;341,78;-252,355
w : 754;107,057;341,78;-249,867
w : 755;106,335;341,78;-247,107
w : 756;105,591;341,78;-244,122
w : 757;104,743;341,78;-240,767
w : 758;106,866;341,78;-244,686
w : 759;100,067;341,78;-246,686
w : 760;105,943;341,78;-248,309
w : 761;104,27;341,78;-247,179
w : 762;101,787;341,78;-246,719
w : 763;97,428;341,78;-247,188
w : 764;93,16;341,78;-248,196
w : 765;64,473;341,78;-255,502
w : 766;57,448;341,78;-257,445
w : 767;55,397;341,78;-257,918
w : 768;54,295;341,78;-257,146
w : 769;53,34799;341,78;-253,636
w : 770;46,78;341,78;-230,235
w : 771;42,06;341,672;-214,615
w : 772;40,42599;341,672;-210,559
w : 773;38,7;341,672;-208,115
w : 774;36,67999;341,9;-201,595
w : 775;27,34;342,09;-164,025
w : 776;23,36;342,39;-148,335
w : 777;21,81;342,39;-142,425
w : 778;20,935;342,39;-139,339
w : 779;19,741;342,39;-137,428
w : 780;17,832;342,39;-136,271
w : 781;15,13;342,39;-135,696
w : 782;21,18401;342,39;-137,536
w : 783;22,51599;342,39;-136,8
w : 784;25,569;342,39;-135,876
w : 785;30,194;342,317;-133,507
w : 786;35,093;342,49;-131,333
